emp_id,age,salary,department,experience_years,last_promotion_year,performance_score,work_hours_per_week,remote_work_ratio,job_satisfaction,left_company,joining_date,bonus,manager_rating,training_hours,city,loan_default_history
E00269,,"87,579",it,,2015,,35,71,,Yes,2024/02/19,,2,114,Mumbai,Yes
E00270,56,152451,Finance,45,2012,5.0,10,44,3.0,No,14-05-2017,,1,167,Chennai,No
E00271,83,9999999,Information Technology,29,2019,4.0,10,16,4.0,No,November 20 2015,,4,167,Delhi,No
E00272,-10,"52,630",Information Technology,,2020,3.0,35,89,10.0,No,May 07 2022,,4,37,,Yes
E00273,,-12188,FIN,59,2016,1.0,40,33,1.0,No,,,1,41,Kolkata,Yes
E00274,,42k,Human Resource,,2014,5.0,35,1,7.0,No,,,2,54,Chennai,Yes
E00275,,39k,Operations,ten,2018,,45,25,5.0,No,12-11-2015,1000.0,4,5,Kolkata,No
E00276,-8,9999999,,ten,2011,,120,71,,No,,8000.0,5,176,,No
E00277,81,35k,IT,ten,2013,,50,58,,No,02-03-2017,,2,76,Kolkata,Yes
E00278,thirty,"64,284",,ten,2020,4.0,10,44,2.0,No,,,2,199,Pune,Yes
E00279,,31k,Human Resource,58,2023,4.0,40,17,,No,2017/05/10,,5,128,Pune,Yes
E00280,5,9999999,Finance,36,2018,2.0,50,17,4.0,No,32/01/2020,0.0,2,34,Kolkata,No
E00281,32,37k,Information Technology,,2012,5.0,120,75,,No,22-09-2022,1000.0,1,82,Kolkata,No
E00282,,58k,,19,2016,3.0,45,49,3.0,No,2016/03/10,5000.0,5,105,Mumbai,No
E00283,,₹53801,Finance,,2021,,40,92,,No,,1000.0,3,113,Bangalore,No
E00284,2,-4093,HR,ten,2019,,10,64,4.0,No,23-08-2015,,4,95,,Yes
E00285,,-38331,Finance,60,2019,5.0,40,18,5.0,No,17-06-2025,,3,69,Bangalore,No
E00286,111,"84,516",Information Technology,,2022,,45,52,7.0,No,2023/09/22,,5,84,Pune,Yes
E00287,,76k,Human Resource,,2024,,40,62,,No,09-08-2015,,3,5,Bangalore,No
E00288,-2,-2409,FIN,,2021,3.0,35,2,2.0,No,20-07-2017,1000.0,2,37,,No
E00289,7,"82,249",Human Resource,ten,2015,,45,87,4.0,No,10-07-2022,,4,19,Delhi,Yes
E00290,21,154385,Information Technology,5,2023,4.0,45,81,4.0,No,,,1,3,Delhi,No
E00291,-5,"41,464",HR,48,2013,,35,90,,No,November 21 2024,2000.0,5,127,,No
E00292,,75838,Human Resource,39,2012,,120,35,8.0,No,,,4,132,Bangalore,No
E00293,thirty,"23,463",HR,,2013,,40,53,,No,,,3,46,Kolkata,Yes
E00294,thirty,-29083,it,53,2019,5.0,120,23,3.0,No,24-04-2023,,3,9,Delhi,No
E00295,0,₹38420,Operations,,2011,1.0,45,37,,No,2016/12/26,1000.0,3,19,,Yes
E00296,thirty,-15131,,,2018,,45,8,,No,August 25 2024,,3,181,Pune,Yes
E00297,,9999999,it,22,2020,3.0,45,30,,No,2020/10/12,,5,44,Chennai,No
E00298,thirty,9999999,Finance,ten,2016,1.0,40,13,3.0,No,29-07-2016,5000.0,4,86,Kolkata,Yes
E00299,-8,146370,Finance,,2024,2.0,50,94,,No,2017/08/27,8000.0,3,94,Kolkata,Yes
E00300,116,"83,800",,35,2021,4.0,60,88,7.0,No,2018/03/19,8000.0,5,5,Bangalore,Yes
E00301,10,-46244,Information Technology,,2024,,120,79,2.0,No,January 20 2022,2000.0,2,65,Delhi,No
E00302,thirty,49k,Finance,34,2024,1.0,40,81,3.0,No,,0.0,5,117,Delhi,No
E00303,thirty,"87,415",Information Technology,ten,2011,3.0,45,75,3.0,No,August 11 2023,8000.0,1,39,Delhi,No
E00304,103,"64,462",Information Technology,27,2016,,60,50,8.0,No,,,5,95,Kolkata,No
E00305,,"72,456",Sales,35,2021,3.0,120,77,4.0,No,,5000.0,2,106,Delhi,No
E00306,0,₹119032,it,7,2012,,45,80,,No,10-08-2016,,2,105,Kolkata,Yes
E00307,,67k,it,ten,2022,1.0,60,50,3.0,No,30-05-2015,1000.0,2,46,Pune,Yes
E00308,27,-35875,Human Resource,ten,2018,4.0,50,9,,Yes,32/01/2020,,4,70,Pune,No
E00309,110,-27557,,28,2015,3.0,45,38,1.0,No,2021/03/06,,3,18,,No
E00310,84,-17772,IT,,2022,3.0,10,68,,No,,,4,88,Delhi,No
E00311,-3,9999999,FIN,44,2021,2.0,40,54,,No,32/01/2020,,4,49,Mumbai,No
E00312,7,9999999,it,22,2022,1.0,10,11,9.0,No,01-07-2019,,4,111,,Yes
E00313,,38k,IT,ten,2019,,50,16,7.0,No,,1000.0,1,153,Mumbai,No
E00314,81,9999999,Operations,ten,2015,3.0,50,66,,No,September 23 2019,,1,172,Kolkata,Yes
E00315,24,77k,Information Technology,ten,2011,,10,8,3.0,Yes,2020/02/10,,3,16,,No
E00316,35,"30,426",Information Technology,,2019,4.0,60,59,6.0,No,32/01/2020,8000.0,4,121,Kolkata,No
E00317,24,₹113449,Finance,,2010,,40,56,,No,18-04-2015,,2,90,,No
E00318,,₹124086,FIN,42,2014,5.0,35,56,10.0,No,2019/05/09,,1,79,Chennai,Yes
E00319,thirty,-36625,Human Resource,,2016,,120,60,8.0,No,,,2,166,Pune,No
E00320,8,-48350,Operations,,2019,5.0,60,4,7.0,No,26-05-2025,,4,93,Kolkata,Yes
E00321,thirty,9999999,,2,2013,2.0,35,7,3.0,No,,,4,195,Mumbai,Yes
E00322,116,"67,707",Information Technology,ten,2020,,60,59,8.0,No,03-10-2020,0.0,3,79,Pune,Yes
E00323,,-29099,Finance,18,2018,5.0,60,52,9.0,Yes,2022/07/14,8000.0,4,2,,Yes
E00324,3,9999999,FIN,,2011,5.0,45,47,3.0,Yes,January 04 2021,2000.0,5,124,Bangalore,No
E00325,92,₹118868,Sales,,2013,,10,42,,No,27-10-2019,,3,171,Pune,Yes
E00326,50,106207,Human Resource,14,2022,,120,92,9.0,No,,,4,23,Pune,Yes
E00327,,"49,377",HR,ten,2016,,50,62,7.0,No,27-01-2021,,1,95,Mumbai,No
E00328,thirty,71k,,32,2016,1.0,120,73,,No,32/01/2020,,1,156,Bangalore,Yes
E00329,53,58k,,ten,2024,5.0,10,92,2.0,No,July 01 2023,,1,117,Pune,No
E00330,-6,9999999,Sales,ten,2012,2.0,60,35,2.0,No,2022/01/06,,3,105,Chennai,No
E00331,109,161483,Sales,ten,2018,4.0,60,23,5.0,No,2021/06/09,2000.0,3,189,Mumbai,No
E00332,4,13911,FIN,ten,2017,,35,17,5.0,No,January 26 2025,,5,136,Mumbai,No
E00333,31,-4518,Human Resource,36,2021,2.0,45,46,9.0,Yes,25-08-2016,5000.0,5,125,Delhi,Yes
E00334,thirty,₹95791,HR,12,2014,,40,68,4.0,No,,8000.0,4,157,Bangalore,No
E00335,112,"53,654",Sales,15,2016,4.0,60,85,,No,2017/04/11,8000.0,4,72,,No
E00336,thirty,9999999,,45,2024,2.0,120,43,2.0,No,June 24 2022,2000.0,1,191,Mumbai,Yes
E00337,58,14162,FIN,24,2014,3.0,120,77,3.0,No,32/01/2020,,3,108,Mumbai,No
E00338,thirty,9999999,Operations,50,2023,5.0,120,34,,No,20-06-2017,5000.0,1,120,Chennai,Yes
E00339,112,"51,535",Sales,,2019,,40,61,10.0,No,32/01/2020,,5,115,Mumbai,Yes
E00340,25,9999999,Finance,38,2023,,40,60,,No,March 14 2016,2000.0,5,122,Delhi,No
E00341,,"20,118",HR,,2016,5.0,40,92,7.0,No,32/01/2020,0.0,4,56,,Yes
E00342,114,-22972,Sales,20,2017,,60,95,6.0,No,2018/06/23,,3,112,Delhi,No
E00343,9,63585,IT,51,2014,1.0,60,70,2.0,No,2019/09/01,0.0,5,172,Mumbai,Yes
E00344,,-33253,IT,15,2021,2.0,40,42,4.0,No,,,2,150,Pune,No
E00345,119,-40536,Human Resource,49,2015,,120,34,4.0,No,2015/11/15,,5,181,Delhi,No
E00346,109,77k,Operations,44,2010,5.0,10,72,8.0,No,22-08-2023,0.0,1,50,Chennai,Yes
E00347,1,99648,it,21,2020,,60,40,2.0,No,,2000.0,3,161,Kolkata,Yes
E00348,36,₹41066,Operations,ten,2024,5.0,120,6,9.0,No,32/01/2020,5000.0,5,184,Mumbai,Yes
E00349,thirty,"27,574",,ten,2020,,50,39,8.0,No,32/01/2020,5000.0,1,90,Delhi,Yes
E00350,thirty,"63,530",Sales,19,2023,4.0,120,84,,No,,,2,46,Chennai,Yes
E00351,,-43846,Operations,1,2011,5.0,40,71,,No,28-10-2022,2000.0,2,137,Pune,No
E00352,thirty,"54,724",Operations,,2022,,10,28,1.0,No,,0.0,1,110,Pune,Yes
E00353,6,53831,HR,,2014,3.0,40,63,,No,05-09-2023,,2,123,Kolkata,Yes
E00354,thirty,-28531,Information Technology,,2017,,120,69,,No,June 07 2019,,1,80,,Yes
E00355,37,₹101344,HR,,2018,5.0,120,93,2.0,No,,,5,195,Pune,No
E00356,,-6474,Finance,,2021,,50,90,,No,,2000.0,2,112,Kolkata,Yes
E00357,,9999999,it,,2012,,35,0,1.0,Yes,32/01/2020,,2,35,,Yes
E00358,110,48k,Sales,56,2016,5.0,40,4,1.0,No,,1000.0,3,146,Mumbai,No
E00359,119,9999999,Operations,58,2020,3.0,120,22,,No,32/01/2020,1000.0,4,11,Kolkata,Yes
E00360,,₹114784,HR,57,2018,1.0,10,80,,No,2023/08/14,,4,6,Pune,Yes
E00361,thirty,"63,179",IT,,2018,,10,22,,No,2018/06/10,8000.0,2,169,Mumbai,Yes
E00362,,-21699,Information Technology,47,2013,4.0,10,42,3.0,No,,,1,98,Delhi,Yes
E00363,102,₹90205,IT,18,2010,,40,27,,No,18-10-2022,0.0,1,123,Chennai,Yes
E00364,57,9999999,Information Technology,,2024,1.0,60,15,8.0,No,June 21 2015,2000.0,1,35,Pune,Yes
E00365,25,9999999,Finance,55,2023,,120,71,,No,30-06-2019,,1,60,Bangalore,No
E00366,55,9999999,HR,55,2013,1.0,35,91,4.0,No,May 08 2025,8000.0,5,173,Kolkata,No
E00367,120,123690,Information Technology,15,2013,4.0,10,91,7.0,No,12-11-2019,,1,22,Bangalore,No
E00368,38,84k,HR,50,2018,,45,19,6.0,No,September 29 2025,,4,114,Bangalore,No
E00369,1,"60,138",Sales,,2023,,45,31,10.0,No,May 24 2019,0.0,4,187,Delhi,Yes
E00370,5,"61,161",Sales,0,2018,,50,78,2.0,Yes,32/01/2020,8000.0,2,76,Mumbai,No
E00371,20,101692,,ten,2019,,40,66,3.0,No,32/01/2020,,5,78,Bangalore,Yes
E00372,,-18601,HR,51,2010,4.0,60,6,8.0,No,September 13 2016,,3,74,Mumbai,No
E00373,105,9999999,Sales,31,2013,4.0,120,5,6.0,No,,5000.0,1,178,Delhi,Yes
E00374,46,84k,Human Resource,53,2021,,10,68,,No,32/01/2020,5000.0,2,160,Kolkata,No
E00375,-5,₹107781,Finance,51,2021,1.0,40,83,,No,February 20 2021,,1,197,Kolkata,Yes
E00376,,172287,HR,34,2014,2.0,35,91,,No,2015/05/29,,3,44,Kolkata,Yes
E00377,,-37231,Sales,41,2021,3.0,60,43,8.0,Yes,32/01/2020,8000.0,4,161,,Yes
E00378,48,₹60295,FIN,50,2018,,10,29,8.0,No,April 27 2022,8000.0,2,28,Kolkata,Yes
E00379,thirty,73105,Human Resource,ten,2015,5.0,40,96,9.0,No,23-11-2015,0.0,2,66,Bangalore,Yes
E00380,thirty,"21,066",Operations,,2022,5.0,60,67,10.0,No,13-03-2016,,2,178,Kolkata,No
E00381,107,85568,Finance,60,2010,2.0,40,100,7.0,No,December 05 2016,0.0,1,72,Kolkata,No
E00382,,₹44950,HR,52,2020,,60,65,9.0,No,July 13 2025,0.0,5,165,Bangalore,Yes
E00383,-3,72k,it,ten,2017,4.0,120,33,2.0,No,April 19 2025,,4,147,Delhi,Yes
E00384,114,-49371,IT,,2014,2.0,35,9,5.0,No,,,4,93,,No
E00385,-7,-41281,FIN,ten,2012,,120,12,5.0,No,32/01/2020,,2,139,Kolkata,No
E00386,thirty,-9697,Human Resource,ten,2024,2.0,120,40,4.0,No,,,2,3,Delhi,Yes
E00387,86,₹84168,IT,45,2010,,120,58,6.0,Yes,12-01-2016,1000.0,2,91,Chennai,No
E00388,25,"56,617",FIN,ten,2022,5.0,35,30,4.0,No,January 11 2026,,5,170,Bangalore,Yes
E00389,60,66548,it,,2011,2.0,50,0,3.0,Yes,December 02 2025,,5,59,Chennai,No
E00390,thirty,59777,Finance,46,2024,5.0,10,42,1.0,No,,1000.0,4,191,Pune,Yes
E00391,thirty,-11946,FIN,,2014,,40,26,8.0,No,,1000.0,4,77,,No
E00392,,192543,FIN,ten,2016,4.0,50,16,3.0,No,23-09-2019,,3,10,Bangalore,No
E00393,56,-34320,,,2018,4.0,40,24,5.0,No,,,3,52,Delhi,No
E00394,38,62k,Finance,41,2016,4.0,45,31,5.0,No,2015/08/07,0.0,5,148,Chennai,No
E00395,38,159834,Finance,ten,2015,,60,80,5.0,Yes,,8000.0,4,5,,Yes
E00396,101,9999999,Sales,17,2022,4.0,50,81,7.0,No,,1000.0,4,32,Mumbai,No
E00397,98,66k,Human Resource,55,2023,4.0,40,76,7.0,No,April 29 2025,0.0,1,150,Chennai,Yes
E00398,-7,196472,Human Resource,45,2011,1.0,50,30,1.0,Yes,14-11-2020,2000.0,3,37,Bangalore,No
E00399,108,9999999,HR,ten,2015,,35,96,,No,September 06 2023,1000.0,4,132,Delhi,Yes
E00400,113,9999999,Sales,17,2010,4.0,10,62,,No,20-05-2020,,2,89,,Yes
E00401,thirty,₹31095,HR,ten,2019,,35,100,3.0,No,32/01/2020,1000.0,2,190,Pune,No
E00402,,-46449,Operations,ten,2013,3.0,35,29,2.0,No,2016/10/10,2000.0,2,13,Chennai,No
E00403,54,9999999,Sales,56,2019,3.0,10,36,,No,2023/06/25,8000.0,4,73,Delhi,No
E00404,thirty,32k,Finance,40,2018,,60,72,,No,,,2,176,Chennai,No
E00405,52,9999999,Information Technology,46,2014,2.0,50,61,7.0,No,May 28 2018,8000.0,5,8,Kolkata,No
E00406,43,-49452,HR,,2015,,45,29,,No,2022/08/01,,3,190,Mumbai,No
E00407,45,43k,HR,55,2015,5.0,120,3,4.0,No,2019/07/07,1000.0,4,98,Mumbai,No
E00408,50,51k,FIN,50,2022,2.0,45,23,8.0,No,,1000.0,3,120,Bangalore,No
E00409,23,"39,956",Sales,,2012,5.0,40,54,,No,10-06-2020,,4,165,,No
E00410,thirty,"76,663",Human Resource,2,2022,4.0,60,52,5.0,No,June 14 2021,0.0,2,5,Kolkata,No
E00411,10,"90,782",Human Resource,46,2013,1.0,10,50,,No,2017/10/16,,4,150,Bangalore,No
E00412,thirty,9999999,FIN,ten,2011,2.0,35,79,,No,32/01/2020,2000.0,5,24,Chennai,Yes
E00413,120,72k,,44,2010,2.0,35,70,,No,,8000.0,3,141,Bangalore,Yes
E00414,,"49,597",Information Technology,21,2016,1.0,35,19,1.0,No,May 08 2024,,2,198,Delhi,Yes
E00415,30,₹140168,it,ten,2024,5.0,50,97,8.0,No,03-01-2018,5000.0,5,137,Mumbai,No
E00416,114,9999999,it,53,2012,,120,68,7.0,No,02-07-2025,,3,159,Bangalore,Yes
E00417,105,9999999,Operations,49,2024,,10,61,6.0,No,,8000.0,5,118,Pune,Yes
E00418,100,9999999,Human Resource,13,2018,3.0,35,23,,No,,1000.0,5,81,Pune,No
E00419,-6,₹56263,HR,,2011,1.0,120,21,,No,2025/08/27,,3,158,Bangalore,Yes
E00420,25,74k,it,48,2016,1.0,50,50,,No,,1000.0,4,174,Delhi,No
E00421,,-5966,Sales,,2010,,60,45,9.0,No,,,1,26,Kolkata,No
E00422,-7,₹139674,Human Resource,ten,2021,,50,3,4.0,No,,,4,146,Pune,Yes
E00423,-9,9999999,FIN,29,2024,4.0,10,31,3.0,No,,,5,17,,No
E00424,48,"32,951",Information Technology,,2022,,10,0,,No,2023/09/09,1000.0,3,109,Delhi,No
E00425,,9999999,,ten,2020,1.0,40,3,,No,27-08-2017,,3,81,Mumbai,Yes
E00426,,62085,,,2012,,60,86,,Yes,,8000.0,4,22,Chennai,Yes
E00427,36,45083,Finance,ten,2014,3.0,60,64,8.0,No,July 09 2022,1000.0,3,73,Kolkata,No
E00428,108,71k,IT,ten,2024,,10,8,2.0,No,16-11-2018,2000.0,4,188,Bangalore,No
E00429,91,"63,721",Information Technology,43,2013,3.0,60,41,5.0,No,February 24 2018,1000.0,4,154,Kolkata,Yes
E00430,,9999999,it,22,2019,,60,19,,No,December 07 2023,2000.0,1,25,Kolkata,Yes
E00431,thirty,80k,Finance,,2020,,35,91,,Yes,2018/06/15,2000.0,3,115,,Yes
E00432,8,-16882,FIN,ten,2019,4.0,120,35,,No,August 02 2022,,1,148,Delhi,Yes
E00433,4,"59,465",it,59,2023,5.0,60,49,,No,29-11-2025,,4,137,Bangalore,No
E00434,thirty,₹30453,FIN,,2015,1.0,45,63,8.0,No,2024/02/14,5000.0,4,122,,No
E00435,1,9999999,HR,26,2012,4.0,35,92,6.0,No,2025/07/09,8000.0,3,179,,No
E00436,105,-30248,Human Resource,13,2019,,35,74,6.0,Yes,,8000.0,4,99,Bangalore,No
E00437,46,61k,Operations,22,2021,2.0,35,7,2.0,No,,,2,196,Bangalore,No
E00438,,₹86392,Operations,10,2019,,40,86,6.0,No,06-02-2020,5000.0,1,197,Chennai,No
E00439,,9999999,Information Technology,12,2012,,35,62,10.0,No,32/01/2020,,2,101,Bangalore,Yes
E00440,-1,₹30595,FIN,,2022,1.0,10,94,7.0,No,20-06-2021,,1,151,Chennai,Yes
E00441,thirty,90k,,39,2015,3.0,120,85,2.0,No,November 28 2017,2000.0,2,199,Pune,Yes
E00442,88,"64,016",IT,1,2018,,120,95,10.0,No,32/01/2020,,1,45,Delhi,No
E00443,107,-28373,,20,2011,5.0,10,48,8.0,No,,,3,118,,No
E00444,92,9999999,Sales,46,2021,5.0,50,11,,No,,,5,72,Chennai,Yes
E00445,6,-41625,Information Technology,,2017,2.0,35,75,5.0,No,32/01/2020,,4,49,Bangalore,Yes
E00446,-6,₹67959,IT,,2010,1.0,120,87,4.0,Yes,April 21 2017,0.0,4,4,,No
E00447,,₹136253,Finance,46,2014,1.0,60,17,8.0,No,2022/11/10,,5,164,Delhi,No
E00448,,64k,HR,41,2013,,50,58,10.0,Yes,2016/12/31,0.0,5,200,Bangalore,No
E00449,thirty,9999999,Operations,51,2018,1.0,60,40,,No,2020/06/26,8000.0,3,129,Pune,Yes
E00450,23,₹40119,Sales,26,2018,,50,28,9.0,No,2025/09/25,,1,9,Bangalore,No
E00451,89,₹48985,IT,,2016,3.0,50,45,6.0,No,January 02 2017,5000.0,4,35,Mumbai,No
E00452,102,₹85617,Operations,ten,2010,5.0,120,91,3.0,No,May 31 2023,0.0,5,59,Kolkata,No
E00453,,"35,216",IT,33,2014,,50,43,1.0,No,32/01/2020,2000.0,5,103,Mumbai,No
E00454,90,9999999,HR,ten,2016,3.0,10,86,4.0,No,08-07-2020,5000.0,5,84,Delhi,Yes
E00455,,85k,Sales,17,2020,,50,7,1.0,No,,,5,69,Pune,No
E00456,55,130496,,55,2015,4.0,45,69,1.0,No,,8000.0,4,48,Kolkata,Yes
E00457,-8,"53,904",FIN,52,2018,3.0,120,32,5.0,No,32/01/2020,2000.0,3,25,Kolkata,Yes
E00458,-7,43k,IT,,2023,5.0,35,86,3.0,No,32/01/2020,8000.0,4,198,Delhi,Yes
E00459,120,54k,FIN,,2014,4.0,40,74,,No,,8000.0,1,104,Bangalore,No
E00460,-5,-2675,,,2018,3.0,35,50,,No,32/01/2020,0.0,2,176,Mumbai,No
E00461,118,28285,Sales,ten,2010,4.0,60,15,9.0,No,17-05-2022,,3,35,Kolkata,Yes
E00462,thirty,"25,002",Human Resource,2,2015,5.0,10,25,4.0,No,October 26 2025,,4,172,Bangalore,No
E00463,,30k,Information Technology,9,2010,,10,41,,No,14-12-2021,,5,57,Pune,Yes
E00464,107,"88,872",Information Technology,ten,2015,5.0,10,68,,No,March 07 2020,0.0,4,175,Chennai,Yes
E00465,36,"46,710",Human Resource,60,2021,5.0,35,86,3.0,No,32/01/2020,0.0,3,14,Delhi,Yes
E00466,101,₹48587,HR,,2021,2.0,40,92,,No,16-09-2017,,3,176,Pune,No
E00467,40,81k,,ten,2020,,50,26,,No,,2000.0,2,154,Pune,Yes
E00468,83,₹134453,,13,2012,3.0,120,33,,No,,5000.0,4,44,Kolkata,Yes
E00469,,9999999,Operations,34,2019,2.0,45,95,,No,,2000.0,5,0,Kolkata,No
E00470,30,33258,Sales,ten,2012,,120,23,10.0,No,04-08-2022,,1,0,Mumbai,Yes
E00471,,-33906,Information Technology,48,2012,2.0,50,9,2.0,No,32/01/2020,0.0,4,53,Delhi,No
E00472,24,9999999,it,58,2019,2.0,60,55,7.0,No,25-04-2015,,1,42,,No
E00473,43,"52,607",FIN,48,2015,2.0,50,74,5.0,No,32/01/2020,,2,140,Mumbai,Yes
E00474,6,9999999,Information Technology,,2010,5.0,40,56,5.0,No,,,2,162,Kolkata,Yes
E00475,,76k,Sales,ten,2010,5.0,120,61,9.0,No,July 06 2024,,4,56,Bangalore,No
E00476,,"64,553",,60,2021,3.0,40,52,8.0,No,12-02-2025,,5,19,Chennai,No
E00477,thirty,"54,425",Operations,,2015,4.0,10,89,9.0,No,13-05-2024,,1,94,Pune,Yes
E00478,34,-16193,it,60,2023,3.0,40,32,10.0,No,2017/03/30,,3,128,Pune,Yes
E00479,115,152886,HR,ten,2017,1.0,120,11,3.0,No,31-03-2024,,1,196,Chennai,No
E00480,thirty,"80,542",Operations,,2021,1.0,10,28,1.0,No,November 07 2025,0.0,4,195,Kolkata,Yes
E00481,39,35k,FIN,,2023,4.0,40,66,10.0,No,2023/09/10,,2,72,Bangalore,No
E00482,106,₹126368,FIN,ten,2012,2.0,40,9,,No,04-02-2016,2000.0,1,109,,No
E00483,,155474,Finance,45,2021,,45,5,6.0,Yes,2016/09/18,,5,113,Delhi,No
E00484,44,9999999,HR,ten,2017,,50,14,6.0,No,2025/04/08,,5,13,,No
E00485,,86k,Information Technology,58,2017,4.0,10,90,8.0,No,2016/05/24,,3,66,Chennai,No
E00486,48,38k,Sales,6,2016,,10,67,7.0,No,24-11-2020,,4,116,Mumbai,Yes
E00487,-4,-31816,HR,ten,2020,1.0,60,73,4.0,Yes,2021/02/18,8000.0,4,7,Delhi,Yes
E00488,thirty,"66,779",Human Resource,11,2016,2.0,50,58,,No,,8000.0,2,44,Pune,No
E00489,39,72k,it,25,2013,1.0,60,68,9.0,No,,2000.0,4,66,Mumbai,Yes
E00490,110,42k,it,46,2022,,40,57,5.0,No,,,5,179,Chennai,Yes
E00491,44,-11454,Information Technology,54,2011,,50,75,5.0,No,,2000.0,4,176,Chennai,Yes
E00492,,9999999,Information Technology,49,2017,3.0,45,0,,No,April 24 2022,5000.0,5,142,Bangalore,No
E00493,thirty,173316,Finance,ten,2011,,50,24,1.0,Yes,,5000.0,3,165,Kolkata,Yes
E00494,45,132095,FIN,ten,2022,3.0,40,9,,No,,5000.0,1,55,,Yes
E00495,thirty,-7321,Finance,,2018,2.0,50,11,9.0,No,,2000.0,3,35,Mumbai,No
E00496,,9999999,FIN,,2011,4.0,35,25,,No,13-04-2020,8000.0,3,18,Chennai,No
E00497,33,-22408,it,,2012,,120,54,1.0,No,2016/04/26,5000.0,5,27,,Yes
E00498,99,54k,Human Resource,31,2023,,45,92,,No,2016/04/09,5000.0,1,153,,Yes
E00499,,"43,182",,ten,2015,1.0,40,73,,No,32/01/2020,,2,91,,No
E00500,36,199335,Finance,54,2019,4.0,10,82,3.0,No,2021/05/13,,5,110,Delhi,Yes
E00501,thirty,80609,Sales,30,2018,4.0,120,85,,No,2024/11/05,,1,38,,Yes
E00502,24,-38086,Operations,48,2020,3.0,45,13,8.0,No,32/01/2020,,5,137,,Yes
E00503,,9999999,Human Resource,ten,2021,,40,98,,No,32/01/2020,5000.0,1,169,Mumbai,Yes
E00504,49,-12241,HR,50,2024,4.0,10,91,8.0,No,July 08 2020,5000.0,1,29,Bangalore,No
E00505,,82102,Sales,12,2023,,10,17,3.0,No,25-04-2018,1000.0,5,18,Chennai,No
E00506,,89486,,8,2015,4.0,35,82,9.0,No,September 09 2022,,4,124,Delhi,No
E00507,,9999999,Operations,ten,2024,3.0,10,23,4.0,No,,8000.0,3,70,Chennai,Yes
E00508,-2,₹102915,FIN,38,2016,1.0,35,49,5.0,No,22-10-2025,,3,58,Delhi,No
E00509,,28892,Information Technology,,2021,1.0,10,8,5.0,No,,0.0,5,74,Pune,Yes
E00510,,52k,Operations,ten,2018,4.0,60,63,7.0,Yes,31-07-2017,0.0,4,105,Mumbai,No
E00511,118,"85,848",FIN,37,2012,3.0,60,96,,No,32/01/2020,5000.0,2,59,Mumbai,Yes
E00512,thirty,"29,999",Sales,47,2020,,50,44,4.0,No,2017/06/28,,2,149,Pune,No
E00513,2,50k,it,54,2020,,45,52,,Yes,,0.0,3,118,Bangalore,No
E00514,thirty,62461,it,ten,2020,,10,2,,No,,,4,157,Kolkata,Yes
E00515,thirty,-5075,Sales,ten,2022,3.0,35,57,5.0,No,2024/08/07,,1,199,Kolkata,No
E00516,,189712,Finance,,2020,,45,4,,No,2026/01/25,2000.0,4,41,Bangalore,No
E00517,60,₹101787,Sales,49,2012,,50,8,,Yes,2019/02/27,1000.0,4,154,,No
E00518,thirty,9999999,Sales,27,2024,,60,73,1.0,No,,,2,197,Mumbai,Yes
E00519,100,109783,FIN,ten,2020,,50,85,10.0,No,,,1,170,Pune,Yes
E00520,99,26k,Operations,,2021,,40,51,1.0,No,24-05-2016,8000.0,2,79,Chennai,Yes
E00521,51,9999999,HR,23,2019,,60,7,,No,27-05-2021,1000.0,2,61,Pune,Yes
E00522,92,-38567,Sales,ten,2015,5.0,35,85,9.0,No,21-12-2022,8000.0,2,102,Bangalore,Yes
E00523,114,₹103383,Sales,,2023,4.0,10,42,7.0,No,27-03-2020,0.0,5,20,Chennai,Yes
E00524,-6,"30,298",Information Technology,,2013,,40,32,2.0,No,March 06 2025,,5,81,Bangalore,No
E00525,thirty,70k,Sales,51,2018,3.0,35,17,3.0,No,July 05 2015,2000.0,5,141,Delhi,No
E00526,,-34254,,33,2020,1.0,50,91,,Yes,,8000.0,5,59,Pune,No
E00527,,107088,Human Resource,ten,2023,,120,76,,No,,1000.0,1,11,Kolkata,Yes
E00528,38,52k,it,,2018,,10,61,2.0,Yes,2022/11/06,2000.0,5,195,Bangalore,No
E00529,105,"72,125",FIN,,2020,,60,43,1.0,No,2022/10/04,,1,193,Bangalore,No
E00530,98,191032,Sales,46,2023,4.0,120,83,5.0,Yes,July 26 2015,,2,60,Mumbai,Yes
E00531,59,9999999,Sales,26,2024,1.0,40,38,,No,2016/08/05,,3,38,,No
E00532,,-4133,Sales,29,2016,1.0,35,79,7.0,No,September 29 2024,,4,162,Chennai,No
E00533,113,9999999,Operations,6,2014,,50,7,,No,2020/02/07,,3,134,Pune,Yes
E00534,thirty,-14645,Operations,ten,2023,5.0,120,32,3.0,No,32/01/2020,8000.0,2,16,Chennai,No
E00535,54,-41311,Human Resource,56,2016,4.0,60,14,7.0,No,29-09-2015,,2,99,,No
E00536,thirty,9999999,FIN,60,2012,,35,59,7.0,No,2022/01/07,5000.0,5,100,Bangalore,No
E00537,,9999999,HR,,2013,1.0,60,32,8.0,No,,,4,94,Pune,No
E00538,43,₹73699,Operations,26,2017,,50,67,,Yes,2016/07/03,2000.0,3,71,Delhi,No
E00539,5,150128,FIN,3,2017,4.0,40,53,,No,04-10-2022,5000.0,1,198,Kolkata,Yes
